chunk_id,condition_name,question,answer,section,source_url,source_path
sciatica::causes,Sciatica,What causes sciatica?,"Sciatica happens when something presses or rubs on the sciatic nerve.

Causes include:

- a slipped disc (the most common cause) – when a soft cushion of tissue between the bones in your spine pushes out
- spinal stenosis – narrowing of the part of your spine where nerves pass through
- spondylolisthesis – when one of the bones in your spine slips out of position
- a back injury",causes,https://www2.hse.ie/conditions/sciatica/#causes-of-sciatica,/conditions/sciatica/
sciatica::check_if_you_have_sciatica,Sciatica,What should I know about sciatica and check if you have sciatica?,"Sciatica can affect:

- your bottom
- the back of your leg
- your feet and toes

These areas may feel:

- painful – the pain may be stabbing, burning or shooting
- tingly – like pins and needles
- numb
- weak

Your symptoms may be worse when you move, sneeze or cough.

You may also have back pain. But back pain is usually not as bad as pain in your bottom, leg or foot.

You probably do not have sciatica if you only have back pain .",check_if_you_have_sciatica,https://www2.hse.ie/conditions/sciatica/#check-if-you-have-sciatica,/conditions/sciatica/
sciatica::how_to_stop_sciatica_coming_back,Sciatica,What should I know about sciatica and how to stop sciatica coming back?,To reduce the chances of getting sciatica again:,how_to_stop_sciatica_coming_back,https://www2.hse.ie/conditions/sciatica/#how-to-stop-sciatica-coming-back,/conditions/sciatica/
sciatica::how_you_can_ease_the_pain_yourself,Sciatica,What should I know about sciatica and how you can ease the pain yourself?,"Sciatica usually gets better in 4 to 6 weeks, but it can sometimes last longer.

To help relieve your pain and speed up recovery:",how_you_can_ease_the_pain_yourself,https://www2.hse.ie/conditions/sciatica/#how-you-can-ease-the-pain-yourself,/conditions/sciatica/
sciatica::treatments_from_your_gp,Sciatica,What should I know about sciatica and treatments from your gp?,"If you have sciatica, your GP may:

- suggest exercises and stretches
- prescribe painkillers that help with nerve pain like sciatica

They might also refer you for:

- physiotherapy – including exercise advice and techniques such as massage (manual therapy)
- psychological support – to help you cope with the pain

Other treatments for sciatica
If your pain is very bad and treatments from your GP have not helped, they may refer you to a hospital specialist for:
- painkilling injections
- a procedure to seal off some of the nerves in your back so they stop sending pain signals
- surgery – a type of decompression surgery called microdiscetomy can normally help relieve sciatica

If your pain is very bad and treatments from your GP have not helped, they may refer you to a hospital specialist for:

- painkilling injections
- a procedure to seal off some of the nerves in your back so they stop sending pain signals
- surgery – a type of decompression surgery called microdiscetomy can normally help relieve sciatica",treatments_from_your_gp,https://www2.hse.ie/conditions/sciatica/#treatments-from-your-gp,/conditions/sciatica/
scoliosis::causes,Scoliosis,What causes scoliosis?,"In around 8 in every 10 cases, the cause of scoliosis is unknown. This is called idiopathic scoliosis.

Idiopathic scoliosis cannot be prevented and is not thought to be linked to things such as bad posture, exercise or diet.

But your genes may make you more likely to get it. Sometimes it runs in families.",causes,https://www2.hse.ie/conditions/scoliosis/#causes-of-scoliosis,/conditions/scoliosis/
scoliosis::living_with,Scoliosis,What is it like to live with scoliosis?,"Most people with scoliosis are able to live normal lives and can do most activities, including exercise and sports.

The condition does not usually cause significant pain or any other health problems. It tends to stay the same after you stop growing. Contact a GP if it gets any worse.

Having scoliosis or wearing a back brace can be tough. It may cause problems with body image and self-esteem, particularly for children and teenagers.

You may find it useful to contact a support group, such as Scoliosis Awareness and Support Ireland .

These groups are a good source of information and support. They may be able to put you in touch with people in a similar situation to you.",living_with,https://www2.hse.ie/conditions/scoliosis/#living-with-scoliosis,/conditions/scoliosis/
scoliosis::idiopathic_scoliosis_in_children,Scoliosis,What should I know about scoliosis and idiopathic scoliosis in children?,"How idiopathic scoliosis can affect children is related to the age they are when the condition develops.

Children age 0 to 3 years
The condition usually improves without treatment. It tends to affect boys more. It's known as infantile idiopathic scoliosis.

The condition usually improves without treatment. It tends to affect boys more. It's known as infantile idiopathic scoliosis.

Children age 3 to 9 years
There is a high risk scoliosis will get worse. This is known as juvenile idiopathic scoliosis.

There is a high risk scoliosis will get worse. This is known as juvenile idiopathic scoliosis.

Children age 10 to 18 years
This is known as adolescent idiopathic scoliosis (AIS). It tends to affect more girls than boys.

This is known as adolescent idiopathic scoliosis (AIS). It tends to affect more girls than boys.",idiopathic_scoliosis_in_children,https://www2.hse.ie/conditions/scoliosis/#idiopathic-scoliosis-in-children,/conditions/scoliosis/
scoliosis::less_common_causes_of_scoliosis,Scoliosis,What should I know about scoliosis and less common causes of scoliosis?,"Less commonly, scoliosis may be caused by:

- the bones in the spine not forming properly in the womb - this is called congenital scoliosis and is present from birth
- an underlying nerve or muscle condition, such as cerebral palsy or muscular dystrophy - this is called neuromuscular scoliosis
- wear and tear of the spine with age - this is called degenerative scoliosis, which affects older adults
- a specific underlying syndrome that often affects multiple parts of the body - this is called syndromic scoliosis",less_common_causes_of_scoliosis,https://www2.hse.ie/conditions/scoliosis/#less-common-causes-of-scoliosis,/conditions/scoliosis/
scoliosis::tests_to_diagnose_scoliosis,Scoliosis,What should I know about scoliosis and tests to diagnose scoliosis?,"You or your child will be seen by an orthopaedic consultant if your GP thinks they may have scoliosis.

They'll usually carry out physical and imaging tests.

Physical tests include:

- posture assessment
- Adam’s forward bend test

Posture assessment
The specialist will examine you or your child’s shoulders, hips, and spine alignment. This is to see if anything is uneven.

The specialist will examine you or your child’s shoulders, hips, and spine alignment. This is to see if anything is uneven.

Adam’s forward bend test
You or your child will bend forward at the waist with arms hanging freely. The specialist will look for any unevenness in the ribs or back. If they are uneven, this may indicate a spinal curve.

You or your child will bend forward at the waist with arms hanging freely. The specialist will look for any unevenness in the ribs or back. If they are uneven, this may indicate a spinal curve.

X-ray
If the specialist suspects that your child has scoliosis, they'll send you for an x-ray. This is to confirm the diagnosis and measure the spinal curve.

If the specialist suspects that your child has scoliosis, they'll send you for an x-ray. This is to confirm the diagnosis and measure the spinal curve.",tests_to_diagnose_scoliosis,https://www2.hse.ie/conditions/scoliosis/#tests-to-diagnose-scoliosis,/conditions/scoliosis/
scoliosis::treatments_for_scoliosis,Scoliosis,What should I know about scoliosis and treatments for scoliosis?,"The type of treatment you'll have for scoliosis depends on:

- your age
- how severe the curve is
- if it affects your overall health
- if it's likely to get worse with time

Many people will not need any treatment. Only a small number will need to have surgery on their spine.

It's not clear if back exercises help improve scoliosis, but general exercise is good for overall health. There's no need to avoid exercise unless your doctor tells you to.

Babies and toddlers
Babies and toddlers may not need treatment as the curve might improve over time. A plaster cast or plastic brace may be fitted to their back to stop the curve getting worse as they grow.

Babies and toddlers may not need treatment as the curve might improve over time. A plaster cast or plastic brace may be fitted to their back to stop the curve getting worse as they grow.

Older children
Older children may wear a back brace to stop the curve getting worse. Sometimes surgery may be needed to control the growth of the spine.
Scoliosis in children - treatments

Older children may wear a back brace to stop the curve getting worse. Sometimes surgery may be needed to control the growth of the spine.

Scoliosis in children - treatments

Adults
Adults may need treatment to relieve pain. This may include painkillers, spinal injections and, very occasionally, surgery.
Scoliosis in adults - treatments

Adults may need treatment to relieve pain. This may include painkillers, spinal injections and, very occasionally, surgery.

Scoliosis in adults - treatments",treatments_for_scoliosis,https://www2.hse.ie/conditions/scoliosis/#treatments-for-scoliosis,/conditions/scoliosis/
scoliosis::when_to_see_a_gp,Scoliosis,What should I know about scoliosis and when to see a gp?,"Contact a GP if you think you or your child has scoliosis. It's unlikely that there's anything seriously wrong, but it's best to get it checked out.

If the GP suspects scoliosis they may arrange an x-ray and refer you to an orthopaedic consultant.

Early diagnosis of scoliosis is important. Treatment can stop the condition from getting worse.",when_to_see_a_gp,https://www2.hse.ie/conditions/scoliosis/#when-to-see-a-gp,/conditions/scoliosis/
shin_splints::treatment,Shin splints,What is the treatment for shin splints?,"Your GP will ask about your symptoms and examine your leg. If it's not getting better, they may advise you to attend a physiotherapist.",treatment,https://www2.hse.ie/conditions/shin-splints/#treatment-for-shin-splints,/conditions/shin-splints/
shin_splints::causes,Shin splints,What causes shin splints?,"Shin splints happen when you put too much stress on your leg. They usually happen when you do exercise like running.

You are more likely to get shin splints if you:

- have started exercising after not being active for some time
- run or jump on hard surfaces
- do not have a good running technique",causes,https://www2.hse.ie/conditions/shin-splints/#causes-of-shin-splints,/conditions/shin-splints/
shin_splints::things_you_can_do_to_help_with_shin_splints,Shin splints,What should I know about shin splints and things you can do to help with shin splints?,Shin splints usually get better within a few weeks. There are things you can do to get better quicker.,things_you_can_do_to_help_with_shin_splints,https://www2.hse.ie/conditions/shin-splints/#things-you-can-do-to-help-with-shin-splints,/conditions/shin-splints/
shingles::treatment,Shingles,What is the treatment for shingles?,"Treatment for shingles depends on:

- how bad your symptoms are - you may not need any treatment if you have a mild rash
- whether you're at risk of complications

Your GP or pharmacist may prescribe antiviral tablets if:

- you have a weakened immune system
- your pain or rash is moderate or severe
- the rash is affecting other areas of your body apart from your chest, tummy and back

For the antiviral medicine to work properly, you usually need to take it within 3 days of the rash appearing.

You may can also need medicine such as:

- painkillers - for skin, muscle or nerve pain
- steroid tablets",treatment,https://www2.hse.ie/conditions/shingles/#treatment-for-shingles,/conditions/shingles/
shingles::check_if_you_have_shingles,Shingles,What should I know about shingles and check if you have shingles?,"Usually you get shingles on your chest and tummy, but you can also get them on your face, eyes and genitals.

The rash appears as red blotches on your skin, on 1 side of your body only. A rash on both the left and right of your body is unlikely to be shingles.",check_if_you_have_shingles,https://www2.hse.ie/conditions/shingles/#check-if-you-have-shingles,/conditions/shingles/
shingles::complications_of_shingles,Shingles,What should I know about shingles and complications of shingles?,"Most people recover from shingles without any problems.

But it can cause complications, such as:

- post-herpetic neuralgia - this is where pain lasts for months after the shingles rash has gone
- the rash gets infected - you may need antibiotics
- scarring or changes in skin colour after the rash has healed
- muscle weakness
- eye problems - these can lead to sight loss
- Ramsay Hunt syndrome - this is a rare condition where shingles causes weakness on 1 side of your face and sometimes hearing problems

You can reduce your risk of complications by getting treatment as soon as possible after your symptoms start.

Shingles and pregnancy
If you're pregnant and get shingles, there's no danger to your pregnancy or baby. But your GP will probably refer you to a specialist, as you may need antiviral treatment.

If you're pregnant and get shingles, there's no danger to your pregnancy or baby. But your GP will probably refer you to a specialist, as you may need antiviral treatment.",complications_of_shingles,https://www2.hse.ie/conditions/shingles/#complications-of-shingles,/conditions/shingles/
shingles::how_long_shingles_lasts,Shingles,What should I know about shingles and how long shingles lasts?,"It can take up to 4 weeks for the rash to heal.

Your skin can be painful for weeks after the rash has gone, but it usually gets better over time.",how_long_shingles_lasts,https://www2.hse.ie/conditions/shingles/#how-long-shingles-lasts,/conditions/shingles/
shingles::how_to_stop_the_virus_spreading,Shingles,What should I know about shingles and how to stop the virus spreading?,"You cannot spread shingles to others. But people who have never had chickenpox can catch chickenpox from you.

Try to avoid being in contact with:

- pregnant women who have never had chickenpox
- people with a weakened immune system - such as someone having chemotherapy
- babies less than 1 month old - unless it's your own baby, who should be protected by antibodies passed from you to them

Do not go to work or school if the rash is still oozing fluid (weeping) and cannot be covered, or until the rash has dried out.

You can only infect other people with the virus while the rash oozes fluid.

You can cover the rash with loose clothing or a non-sticky dressing.",how_to_stop_the_virus_spreading,https://www2.hse.ie/conditions/shingles/#how-to-stop-the-virus-spreading,/conditions/shingles/
shingles::shingles_and_chickenpox,Shingles,What should I know about shingles and shingles and chickenpox?,"You cannot get shingles from someone with shingles or chickenpox.

But you can get chickenpox from someone with shingles, if you have not had chickenpox before.

When you get chickenpox, the virus remains in your body. It can be reactivated later and cause shingles. This usually happens if your immune system is weakened.

Your immune system may be weak due to stress, certain health conditions, or treatments such as chemotherapy.

Chickenpox symptoms and treatment",shingles_and_chickenpox,https://www2.hse.ie/conditions/shingles/#shingles-and-chickenpox,/conditions/shingles/
shingles::shingles_vaccination,Shingles,What should I know about shingles and shingles vaccination?,"You can get a vaccine against shingles. It is only available privately, so you have to pay to get it. You cannot get it through your medical card or drug payment scheme.

Talk to your GP or pharmacist if you want more information about the vaccine.",shingles_vaccination,https://www2.hse.ie/conditions/shingles/#shingles-vaccination,/conditions/shingles/
shingles::what_you_can_do_to_ease_symptoms,Shingles,What should I know about shingles and what you can do to ease symptoms?,There are things you can do to help ease shingles.,what_you_can_do_to_ease_symptoms,https://www2.hse.ie/conditions/shingles/#what-you-can-do-to-ease-symptoms,/conditions/shingles/
shortness_of_breath::causes,Shortness of breath,What causes shortness of breath?,"Shortness of breath can be caused by lots of different things, such as:

- a cold or chest infection
- asthma
- being overweight
- smoking

It can also be a sign of a panic attack .

But it could be caused by something more serious, such as:

- a lung condition called chronic obstructive pulmonary disease (COPD)
- lung cancer

It can also be caused by heart failure, but this is rare.

Any treatment you may need will depend on what's causing your symptoms.

Do not try to diagnose the cause of your shortness of breath yourself - always contact a GP.",causes,https://www2.hse.ie/conditions/shortness-breath/#causes-of-shortness-of-breath,/conditions/shortness-breath/
shortness_of_breath::covid-19_coronavirus,Shortness of breath,What should I know about shortness of breath and covid-19 coronavirus?,"Shortness of breath with a high temperature can be a symptom of COVID-19 .

Contact your GP if you have these symptoms.

It's important to get medical advice to make sure it's nothing serious. You're not wasting anyone's time by getting it checked out.",covid-19_coronavirus,https://www2.hse.ie/conditions/shortness-breath/#covid-19-coronavirus,/conditions/shortness-breath/
shoulder_pain::things_that_can_make_shoulder_pain_worse,Shoulder pain,What should I know about shoulder pain and things that can make shoulder pain worse?,"You can make your shoulder pain worse if you:

- completely stop using your shoulder - this can stop it getting better
- do things that seem to make it worse
- make up your own strenuous exercises or use heavy gym equipment
- slouch when sitting - do not roll your shoulders or bring your neck forward",things_that_can_make_shoulder_pain_worse,https://www2.hse.ie/conditions/shoulder-pain/#things-that-can-make-shoulder-pain-worse,/conditions/shoulder-pain/
shoulder_pain::treating_shoulder_pain_yourself,Shoulder pain,What should I know about shoulder pain and treating shoulder pain yourself?,"You usually need to do these things for 2 weeks before shoulder pain starts to ease. It can take 4 to 6 weeks to recover from mild shoulder pain.

To ease shoulder pain:",treating_shoulder_pain_yourself,https://www2.hse.ie/conditions/shoulder-pain/#treating-shoulder-pain-yourself,/conditions/shoulder-pain/
shoulder_pain::treatment_from_a_gp,Shoulder pain,What should I know about shoulder pain and treatment from a gp?,"A GP will examine you to work out what's causing your shoulder pain. They might send you for tests to check the cause, such as an x-ray.

They'll suggest a treatment based on the cause, for example:

- stronger medicine or injections to ease pain and swelling
- physiotherapy or exercises to do at home
- things to avoid to stop the pain getting worse or returning
- seeing a specialist for tests or treatment

Physiotherapy for shoulder pain
The number of physiotherapy sessions depends on the cause of your shoulder pain.
Follow the advice and exercises your physiotherapist gives you. This can help you avoid having surgery.
If you're still in pain after your sessions end, go back to your GP. They might suggest another treatment or refer you to a specialist.

The number of physiotherapy sessions depends on the cause of your shoulder pain.

Follow the advice and exercises your physiotherapist gives you. This can help you avoid having surgery.

If you're still in pain after your sessions end, go back to your GP. They might suggest another treatment or refer you to a specialist.",treatment_from_a_gp,https://www2.hse.ie/conditions/shoulder-pain/#treatment-from-a-gp,/conditions/shoulder-pain/
shoulder_pain::when_to_get_medical_help_for_shoulder_pain,Shoulder pain,What should I know about shoulder pain and when to get medical help for shoulder pain?,"A pharmacist can usually help with shoulder pain.

Ask them to suggest:

- the best painkiller - this might be tablets, or a cream or gel you rub on the skin
- other ideas for pain relief and things you can buy to help, like heat and cold packs

They might advise contacting your GP if you need to.",when_to_get_medical_help_for_shoulder_pain,https://www2.hse.ie/conditions/shoulder-pain/#when-to-get-medical-help-for-shoulder-pain,/conditions/shoulder-pain/
sickle_cell_disease::causes,Sickle cell disease,What causes sickle cell disease?,"Sickle cell disease is caused by having 2 copies of a gene for abnormal haemoglobin. This affects how red blood cells work.

Carriers of sickle cell disease (sickle cell trait)
A carrier of sickle cell is someone who carries 1 copy of the gene that causes sickle cell disease and 1 copy of the gene for normal haemoglobin.
People with the sickle cell trait will not develop sickle cell disease, but are at risk of having a child with it if their partner is also a carrier.
If both parents of a child with sickle cell disease have 1 copy of the sickle cell gene, they are carriers.
There is a 1 in 4 chance of each child they have having sickle cell disease.
There is a 1 in 2 chance that each child they have will have 1 copy of the abnormal gene and be a carrier like their parents.

A carrier of sickle cell is someone who carries 1 copy of the gene that causes sickle cell disease and 1 copy of the gene for normal haemoglobin.

People with the sickle cell trait will not develop sickle cell disease, but are at risk of having a child with it if their partner is also a carrier.

If both parents of a child with sickle cell disease have 1 copy of the sickle cell gene, they are carriers.

There is a 1 in 4 chance of each child they have having sickle cell disease.

There is a 1 in 2 chance that each child they have will have 1 copy of the abnormal gene and be a carrier like their parents.",causes,https://www2.hse.ie/conditions/sickle-cell-disease/#causes-of-sickle-cell-disease,/conditions/sickle-cell-disease/
sickle_cell_disease::illness_caused_by_sickle_cell_disease,Sickle cell disease,What should I know about sickle cell disease and illness caused by sickle cell disease?,"People born with sickle cell disease tend to have problems from early childhood. But some children have few symptoms and lead normal lives most of the time.

The main features of illness for people with sickle cell disease are:

- painful episodes called sickle cell crises, which can be very severe and last for days or weeks
- an increased risk of serious infections
- anaemia (where red blood cells cannot carry enough oxygen around the body) - this can cause tiredness and shortness of breath

Some people also experience other problems, such as delayed growth, strokes and lung problems.",illness_caused_by_sickle_cell_disease,https://www2.hse.ie/conditions/sickle-cell-disease/#illness-caused-by-sickle-cell-disease,/conditions/sickle-cell-disease/
sickle_cell_disease::outlook_for_sickle_cell_disease,Sickle cell disease,What should I know about sickle cell disease and outlook for sickle cell disease?,"Sickle cell disease varies between individuals from mild to serious, but most people lead happy and normal lives with the right care.

Mild sickle cell disease may have very little impact on a person's day-to-day life.

But the illness can be serious enough to have a significant effect on a person's life.

It can lead to health problems like strokes, serious infections and lung problems, which can occasionally be fatal.

People with sickle cell disease tend to have shorter lives than most people. But this depends on the exact type of sickle cell disease they have, how early it is diagnosed and how it is treated.",outlook_for_sickle_cell_disease,https://www2.hse.ie/conditions/sickle-cell-disease/#outlook-for-sickle-cell-disease,/conditions/sickle-cell-disease/
sickle_cell_disease::testing_for_sickle_cell_disease,Sickle cell disease,What should I know about sickle cell disease and testing for sickle cell disease?,"Sickle cell disease is often detected during pregnancy or soon after birth.

Sickle cell is not included in the newborn blood spot screening programme in Ireland.

Blood tests can also be carried out by your doctor at any age to check for sickle cell disease or see if you're a carrier of the gene that causes it.

If you know that your child is at risk for sickle cell disease, you can ask for testing when they are born.

Early diagnosis and treatment:

- improves your child's chances of healthy development
- reduces the risk of long-term harm caused by sickle cell disease",testing_for_sickle_cell_disease,https://www2.hse.ie/conditions/sickle-cell-disease/#testing-for-sickle-cell-disease,/conditions/sickle-cell-disease/
sickle_cell_disease::treatments_for_sickle_cell_disease,Sickle cell disease,What should I know about sickle cell disease and treatments for sickle cell disease?,"People with sickle cell disease need treatment throughout their lives. This is usually delivered by different health professionals in a specialist sickle cell centre and supported by your GP.

It's also important for people with sickle cell disease to look after their own health using self care measures, such as by avoiding triggers and managing pain. Drinking plenty of fluids and staying warm help to prevent painful episodes.

A number of treatments for sickle cell disease are available.

Treatments can include :

- painkillers, such as paracetamol or ibuprofen
- stronger painkillers - these may be necessary in hospital
- antibiotics and vaccines to reduce your chances of getting an infection
- a medicine called hydroxycarbamide (hydroxyurea) to reduce symptoms
- regular blood transfusions
- an emergency blood transfusion

Treatment for people with sickle cell disease needs to be tailored to each person’s needs by the care team.

The only cure for sickle cell disease is a stem cell or bone marrow transplant. This option is only recommended for some people after consideration by the care team. They will discuss the risks and benefits with you.",treatments_for_sickle_cell_disease,https://www2.hse.ie/conditions/sickle-cell-disease/#treatments-for-sickle-cell-disease,/conditions/sickle-cell-disease/
signs_-_miscarriage::no_signs_missed_miscarriage,Signs - Miscarriage,What should I know about signs - miscarriage and no signs missed miscarriage?,"You can have a miscarriage without having any signs or symptoms. You might only find out you had a miscarriage during an ultrasound scan.

In early pregnancy this is called a missed miscarriage.

If you can, bring your partner or a friend to every scan for support.",no_signs_missed_miscarriage,https://www2.hse.ie/conditions/miscarriage/#no-signs-missed-miscarriage,/conditions/miscarriage/
signs_-_miscarriage::signs_you_may_have,Signs - Miscarriage,What should I know about signs - miscarriage and signs you may have?,"The most common signs of a miscarriage are:

- bleeding from your vagina
- stomach cramps and pain",signs_you_may_have,https://www2.hse.ie/conditions/miscarriage/#signs-you-may-have,/conditions/miscarriage/
signs_-_miscarriage::threatened_miscarriage,Signs - Miscarriage,What should I know about signs - miscarriage and threatened miscarriage?,"A threatened miscarriage is when you have vaginal bleeding and sometimes stomach pain. But an examination and ultrasound confirm that your pregnancy is OK.

The hospital staff will tell you what to do if you have further bleeding.",threatened_miscarriage,https://www2.hse.ie/conditions/miscarriage/#threatened-miscarriage,/conditions/miscarriage/
signs_and_symptoms_-_munchausens_syndrome::symptoms,Signs and symptoms - Munchausen's syndrome,What are the symptoms of signs and symptoms - munchausen's syndrome?,"There are 4 main ways people with Munchausen syndrome fake or induce illnesses.

These are:

- faking symptoms - for example, choosing symptoms that are difficult to disprove, such as having a severe headache or pretending to pass out
- tamper (interfere) with test results - for example, heating a thermometer to pretend they have a fever or adding blood to a pee sample
- causing self-harm
- making health conditions worse - for example, reopening healed wounds

Signs that a person may have Munchausen syndrome include:

- going to hospitals in different areas often
- saying they have a history of complex and serious health conditions
- having symptoms that do not match with test results
- having symptoms that get worse for no clear reason
- having very good medical knowledge
- having painful or dangerous tests and procedures often
- saying they have symptoms that are vague and always change
- telling unbelievable and elaborate stories about their past",symptoms,https://www2.hse.ie/conditions/munchausens-syndrome/#symptoms-of-munchausen-syndrome,/conditions/munchausens-syndrome/
signs_and_symptoms_-_munchausens_syndrome::fabricated_or_induced_illness,Signs and symptoms - Munchausen's syndrome,What should I know about signs and symptoms - munchausen's syndrome and fabricated or induced illness?,"A person may also fake or induce (cause) illness in another person. When this happens it is called fabricated or induced illness by a caregiver.

Fabricated or induced illness",fabricated_or_induced_illness,https://www2.hse.ie/conditions/munchausens-syndrome/#fabricated-or-induced-illness,/conditions/munchausens-syndrome/
signs_and_symptoms_-_munchausens_syndrome::factitious_disorder_by_internet,Signs and symptoms - Munchausen's syndrome,What should I know about signs and symptoms - munchausen's syndrome and factitious disorder by internet?,"Factitious disorder by internet is where a person joins an internet support group for people with a serious health condition. They say they have the illness themselves.

This can have a negative impact on support groups and online communities.",factitious_disorder_by_internet,https://www2.hse.ie/conditions/munchausens-syndrome/#factitious-disorder-by-internet,/conditions/munchausens-syndrome/
signs_and_symptoms_-_munchausens_syndrome::hypochondria_and_malingering,Signs and symptoms - Munchausen's syndrome,What should I know about signs and symptoms - munchausen's syndrome and hypochondria and malingering?,"Munchausen syndrome is different than hypochondria (health anxiety) or malingering.

Hypochondria is a mental health disorder where a person has a fear of illness. They think how their body works normally is a sign of illness.

Malingering is faking illness to gain a material benefit. For example, to avoid work or avoid punishment for a criminal offence.

Hypochondria

Worried about someone else's mental health",hypochondria_and_malingering,https://www2.hse.ie/conditions/munchausens-syndrome/#hypochondria-and-malingering,/conditions/munchausens-syndrome/
signs_and_symptoms_-_munchausens_syndrome::types_of_behaviour,Signs and symptoms - Munchausen's syndrome,What should I know about signs and symptoms - munchausen's syndrome and types of behaviour?,"People with Munchausen syndrome can behave in a range of ways.

For example, they may:

- create a false medical history that points to having a certain illness
- say they have physical symptoms - for example, chest pain or a stomach ache
- try to get ill - for example, infecting a wound by rubbing dirt into it

Some people may spend years moving from hospital to hospital faking different illnesses. When doctors discover they're causing their own symptoms, they may suddenly leave that hospital and move to another area.

Some people may even have painful or life-threatening surgery (an operation), though they know it's not needed.",types_of_behaviour,https://www2.hse.ie/conditions/munchausens-syndrome/#types-of-behaviour,/conditions/munchausens-syndrome/
signs_and_symptoms_-_postnatal_depression::symptoms,Signs and symptoms - Postnatal depression,What are the symptoms of signs and symptoms - postnatal depression?,"Postnatal depression can have a broad range of symptoms. These can vary in how severe they are.

You may be feeling sad, anxious and alone. You may be feeling guilty, irritable and angry. You may be experiencing panic attacks. You may not enjoy being with people, even your baby.

You may have overwhelming fears, for example about your baby dying. Some mothers have recurring thoughts about harming their baby. Very few mothers ever act on this.

Other symptoms of postnatal depression include:

- loss of appetite
- poor concentration
- tiredness all the time
- problems sleeping
- being agitated
- crying easily

Feelings and thoughts you might experience include:

- feeling inadequate
- feeling panicked
- feeling rejected by your baby
- worrying a lot about your baby",symptoms,https://www2.hse.ie/conditions/postnatal-depression/#symptoms-of-postnatal-depression,/conditions/postnatal-depression/
signs_and_symptoms_-_postnatal_depression::get_help_if_you_have_symptoms,Signs and symptoms - Postnatal depression,What should I know about signs and symptoms - postnatal depression and get help if you have symptoms?,"Do not let worrying thoughts you may have about your baby stop you from seeking help. Treatment is available.

The vast majority of women with postnatal depression are treated at home with their baby.",get_help_if_you_have_symptoms,https://www2.hse.ie/conditions/postnatal-depression/#get-help-if-you-have-symptoms,/conditions/postnatal-depression/
sinusitis_sinus_infection::symptoms,Sinusitis (sinus infection),What are the symptoms of sinusitis (sinus infection)?,"Sinusitis is common after a cold or the flu .

Symptoms of sinusitis include:

- pain, swelling and tenderness around your cheeks, eyes or forehead
- a blocked nose
- a reduced sense of smell
- green or yellow mucus from your nose
- a sinus headache
- a high temperature of 38 degrees Celsius or more
- toothache
- bad breath

Some of these symptoms can also be symptoms of COVID-19 (coronavirus) .

Signs of sinusitis in young children may also include:

- irritability
- difficulty feeding
- breathing through their mouth",symptoms,https://www2.hse.ie/conditions/sinusitis/#symptoms-of-sinusitis,/conditions/sinusitis/
sinusitis_sinus_infection::treatment,Sinusitis (sinus infection),What is the treatment for sinusitis (sinus infection)?,"A pharmacist can advise you about medicines that can help.

These include:

- decongestant nasal sprays, drops or tablets to unblock your nose
- salt water nasal sprays or solutions to rinse out the inside of your nose

You can buy nasal sprays without a prescription. They should not be used for more than a week without consulting your GP.

Some decongestant tablets also contain paracetamol or ibuprofen. Be careful when taking painkillers and a decongestant. Do not take more than the recommended dose.",treatment,https://www2.hse.ie/conditions/sinusitis/#treatment-for-sinusitis-from-a-pharmacist,/conditions/sinusitis/
sinusitis_sinus_infection::treatment,Sinusitis (sinus infection),What is the treatment for sinusitis (sinus infection)?,"Your GP may be able to recommend other medicines to help with your symptoms.

These include:

- steroid nasal sprays or drops - to reduce the swelling in your sinuses
- antihistamines - if an allergy is causing your symptoms
- antibiotics - if bacteria is causing your symptoms and you're very unwell or at risk of complications

You often do not need antibiotics as sinusitis is usually caused by a virus.

Your GP may prescribe steroid nasal sprays or drops for a few months. They sometimes cause irritation, sore throats or nosebleeds.

Your GP may refer you to an ear, nose and throat (ENT) specialist if:

- these medicines do not help
- your sinusitis has lasted longer than 3 months (chronic sinusitis)
- you keep getting sinusitis

They may also recommend surgery in some cases.

Surgery for sinusitis
Surgery to treat chronic sinusitis is called functional endoscopic sinus surgery (FESS).
This surgery is carried out under general anaesthetic (where you're asleep).
The surgeon can widen your sinuses by either:
- removing some of the blocked skin tissue
- inflating a tiny balloon in the blocked sinuses, then removing it

Surgery to treat chronic sinusitis is called functional endoscopic sinus surgery (FESS).

This surgery is carried out under general anaesthetic (where you're asleep).

The surgeon can widen your sinuses by either:

- removing some of the blocked skin tissue
- inflating a tiny balloon in the blocked sinuses, then removing it",treatment,https://www2.hse.ie/conditions/sinusitis/#treatment-for-sinusitis-from-a-gp,/conditions/sinusitis/
sinusitis_sinus_infection::treating_sinusitis_yourself,Sinusitis (sinus infection),What should I know about sinusitis (sinus infection) and treating sinusitis yourself?,"You can usually treat mild sinusitis without seeing a GP by:

- getting plenty of rest
- drinking plenty of fluids
- taking painkillers like paracetamol or ibuprofen - do not give aspirin to children under 16
- holding a warm clean face cloth over your face for a few minutes several times a day
- rinsing your nose with a salt water solution to ease congestion",treating_sinusitis_yourself,https://www2.hse.ie/conditions/sinusitis/#treating-sinusitis-yourself,/conditions/sinusitis/
